gene,biotype
yfiC,protein_coding
srmB,protein_coding
yfiE,protein_coding
eamB,protein_coding
grcA,protein_coding
ung,protein_coding
yfiF,protein_coding
trxC,protein_coding
tapT,protein_coding
patZ,protein_coding
pssL,protein_coding
pssA,protein_coding
yfiM,protein_coding
kgtP,protein_coding
yfiS,protein_coding
rrfG,rRNA
rrlG,rRNA
gltW,tRNA
rrsG,rRNA
clpB,protein_coding
ryfD,ncRNA
pgeF,protein_coding
rluD,protein_coding
bamD,protein_coding
raiA,protein_coding
pheL,protein_coding
pheA,protein_coding
tyrA,protein_coding
aroF,protein_coding
yfiL,protein_coding
yfiR,protein_coding
dgcN,protein_coding
yfiB,protein_coding
rplS,protein_coding
trmD,protein_coding
rimM,protein_coding
rpsP,protein_coding
ffh,protein_coding
ypjD,protein_coding
yfjD,protein_coding
grpE,protein_coding
nadK,protein_coding
recN,protein_coding
bamE,protein_coding
yfjF,protein_coding
ratA,protein_coding
smpB,protein_coding
ssrA,ncRNA
intA,protein_coding
yfjH,protein_coding
alpA,protein_coding
yfjI,protein_coding
yfjJ,protein_coding
abpB,protein_coding
abpA,protein_coding
yfjM,protein_coding
rnlA,protein_coding
rnlB,protein_coding
yfjP,protein_coding
yfjQ,protein_coding
yfjR,protein_coding
ypjK,protein_coding
yfjS,protein_coding
yfjT,protein_coding
yfjU,protein_coding
yfjV,pseudogene
yfjW,protein_coding
ypjI,pseudogene
yfjX,protein_coding
yfjY,protein_coding
ypjJ,protein_coding
yfjZ,protein_coding
ypjF,protein_coding
psaA,pseudogene
ypjA,protein_coding
pinH,pseudogene
ypjB,protein_coding
ypjC,protein_coding
ileY,tRNA
ygaQ,pseudogene
glaH,protein_coding
lhgD,protein_coding
gabD,protein_coding
gabT,protein_coding
gabP,protein_coding
glaR,protein_coding
kbp,protein_coding
yqaE,protein_coding
ygaV,protein_coding
ygaP,protein_coding
stpA,protein_coding
alaE,protein_coding
ygaC,protein_coding
ygaM,protein_coding
nrdH,protein_coding
nrdI,protein_coding
nrdE,protein_coding
nrdF,protein_coding
proV,protein_coding
proW,protein_coding
proX,protein_coding
ygaY,pseudogene
ygaZ,protein_coding
ygaH,protein_coding
mprA,protein_coding
emrA,protein_coding
emrB,protein_coding
luxS,protein_coding
micA,ncRNA
gshA,protein_coding
yqaA,protein_coding
yqaB,protein_coding
argQ,tRNA
argZ,tRNA
argY,tRNA
argV,tRNA
serV,tRNA
csrA,protein_coding
alaS,protein_coding
recX,protein_coding
recA,protein_coding
pncC,protein_coding
mltB,protein_coding
srlA,protein_coding
srlE,protein_coding
srlB,protein_coding
srlD,protein_coding
gutM,protein_coding
srlR,protein_coding
gutQ,protein_coding
norR,protein_coding
norV,protein_coding
norW,protein_coding
hypF,protein_coding
hydN,protein_coding
ascG,protein_coding
ascF,protein_coding
ascB,protein_coding
hycI,protein_coding
hycH,protein_coding
hycG,protein_coding
hycF,protein_coding
hycE,protein_coding
hycD,protein_coding
hycC,protein_coding
hycB,protein_coding
hycA,protein_coding
hypA,protein_coding
hypB,protein_coding
hypC,protein_coding
hypD,protein_coding
hypE,protein_coding
fhlA,protein_coding
ygbA,protein_coding
mutS,protein_coding
pphB,protein_coding
ygbI,protein_coding
ygbJ,protein_coding
ygbK,protein_coding
ygbL,protein_coding
ygbM,protein_coding
ygbN,protein_coding
rpoS,protein_coding
nlpD,protein_coding
pcm,protein_coding
umpG,protein_coding
truD,protein_coding
ispF,protein_coding
ispD,protein_coding
ftsB,protein_coding
ygbE,protein_coding
cysC,protein_coding
cysN,protein_coding
cysD,protein_coding
iap,protein_coding
cas2,protein_coding
cas1,protein_coding
casE,protein_coding
casD,protein_coding
casC,protein_coding
casB,protein_coding
casA,protein_coding
cas3,protein_coding
sokX,ncRNA
cysH,protein_coding
cysI,protein_coding
cysJ,protein_coding
queD,protein_coding
ygcN,protein_coding
ygcO,protein_coding
ygcP,protein_coding
ygcQ,protein_coding
ygcR,protein_coding
ygcS,protein_coding
ygcU,protein_coding
ygcW,protein_coding
yqcE,protein_coding
ygcE,protein_coding
queE,protein_coding
yqcG,protein_coding
ygcG,protein_coding
eno,protein_coding
pyrG,protein_coding
mazG,protein_coding
mazF,protein_coding
mazE,protein_coding
relA,protein_coding
rlmD,protein_coding
barA,protein_coding
gudD,protein_coding
gudX,protein_coding
gudP,protein_coding
yqcA,protein_coding
truC,protein_coding
yqcC,protein_coding
csrB,ncRNA
syd,protein_coding
queF,protein_coding
ppnN,protein_coding
sdaC,protein_coding
sdaB,protein_coding
ygdG,protein_coding
fucO,protein_coding
fucA,protein_coding
fucP,protein_coding
fucI,protein_coding
fucK,protein_coding
fucU,protein_coding
fucR,protein_coding
rlmM,protein_coding
ygdD,protein_coding
gcvA,protein_coding
gcvB,ncRNA
ygdI,protein_coding
csdA,protein_coding
csdE,protein_coding
tcdA,protein_coding
mltA,protein_coding
metZ,tRNA
metW,tRNA
metV,tRNA
amiC,protein_coding
argA,protein_coding
recD,protein_coding
recB,protein_coding
ptrA,protein_coding
recC,protein_coding
ppdC,protein_coding
ygdB,protein_coding
ppdB,protein_coding
ppdA,protein_coding
thyA,protein_coding
lgt,protein_coding
ptsP,protein_coding
rppH,protein_coding
ygdT,protein_coding
mutH,protein_coding
ygdQ,protein_coding
ygdR,protein_coding
tas,protein_coding
lplT,protein_coding
aas,protein_coding
omrA,ncRNA
omrB,ncRNA
galR,protein_coding
lysA,protein_coding
lysR,protein_coding
ygeA,protein_coding
araE,protein_coding
kduD,protein_coding
kduI,protein_coding
yqeF,protein_coding
yqeG,protein_coding
yqeH,protein_coding
yqeI,protein_coding
yqeJ,protein_coding
yqeL,protein_coding
yqeK,protein_coding
ygeF,pseudogene
ygeG,protein_coding
ygeH,protein_coding
ygeI,protein_coding
pbl,pseudogene
ygeK,pseudogene
ygeL,pseudogene
ygeN,pseudogene
ygeO,pseudogene
insD4,protein_coding
insC4,protein_coding
ygeP,pseudogene
ygeQ,protein_coding
glyU,tRNA
ygeR,protein_coding
xdhA,protein_coding
xdhB,protein_coding
xdhC,protein_coding
ygeV,protein_coding
ygeW,protein_coding
ygeX,protein_coding
ygeY,protein_coding
hyuA,protein_coding
yqeA,protein_coding
yqeB,protein_coding
yqeC,protein_coding
mocA,protein_coding
ygfK,protein_coding
ssnA,protein_coding
ygfM,protein_coding
xdhD,protein_coding
xanQ,protein_coding
guaD,protein_coding
ghxQ,protein_coding
ygfS,protein_coding
ygfT,protein_coding
uacT,protein_coding
yqfG,protein_coding
yqfH,protein_coding
idi,protein_coding
lysS,protein_coding
prfB,protein_coding
recJ,protein_coding
dsbC,protein_coding
xerD,protein_coding
fldB,protein_coding
ygfX,protein_coding
sdhE,protein_coding
ygfZ,protein_coding
yqfA,protein_coding
yqfB,protein_coding
bglA,protein_coding
ygfF,protein_coding
gcvP,protein_coding
gcvH,protein_coding
gcvT,protein_coding
yqfI,protein_coding
ubiI,protein_coding
ubiH,protein_coding
pepP,protein_coding
ygfB,protein_coding
zapA,protein_coding
ssrS,ncRNA
fau,protein_coding
sibC,ncRNA
ibsC,protein_coding
serA,protein_coding
rpiA,protein_coding
yqfE,pseudogene
argP,protein_coding
scpA,protein_coding
argK,protein_coding
scpB,protein_coding
scpC,protein_coding
ygfI,protein_coding
yggE,protein_coding
argO,protein_coding
mscS,protein_coding
fbaA,protein_coding
pgk,protein_coding
epd,protein_coding
yggC,protein_coding
fumE,protein_coding
yggF,protein_coding
yggP,protein_coding
cmtA,protein_coding
cmtB,protein_coding
tktA,protein_coding
loiP,protein_coding
speB,protein_coding
speA,protein_coding
yqgB,protein_coding
yqgG,protein_coding
yqgC,protein_coding
yqgD,protein_coding
metK,protein_coding
galP,protein_coding
yggI,protein_coding
endA,protein_coding
rsmE,protein_coding
gshB,protein_coding
yqgE,protein_coding
yqgF,protein_coding
yggR,protein_coding
yggS,protein_coding
yggT,protein_coding
yggU,protein_coding
rdgB,protein_coding
hemW,protein_coding
yggM,protein_coding
ansB,protein_coding
yggN,protein_coding
yggL,protein_coding
trmB,protein_coding
mutY,protein_coding
yggX,protein_coding
mltC,protein_coding
nupG,protein_coding
speC,protein_coding
yqgH,protein_coding
yqgA,protein_coding
pheV,tRNA
yghD,protein_coding
yghE,protein_coding
yqhJ,protein_coding
yghF,protein_coding
yghG,protein_coding
pppA,protein_coding
yghJ,protein_coding
glcA,protein_coding
glcB,protein_coding
glcG,protein_coding
glcF,protein_coding
glcE,protein_coding
glcD,protein_coding
glcC,protein_coding
yghO,protein_coding
insH9,protein_coding
yghQ,protein_coding
yghR,protein_coding
yghS,protein_coding
yghT,protein_coding
pitB,protein_coding
gss,protein_coding
yghU,protein_coding
hybG,protein_coding
hybF,protein_coding
hybE,protein_coding
hybD,protein_coding
hybC,protein_coding
hybB,protein_coding
hybA,protein_coding
hybO,protein_coding
yghW,protein_coding
yghX,pseudogene
yqhI,protein_coding
gpr,protein_coding
yqhA,protein_coding
yghA,protein_coding
exbD,protein_coding
exbB,protein_coding
metC,protein_coding
yghB,protein_coding
yqhC,protein_coding
yqhD,protein_coding
dkgA,protein_coding
yqhG,protein_coding
yqhH,protein_coding
ygiQ,protein_coding
ftsP,protein_coding
plsC,protein_coding
parC,protein_coding
ygiS,protein_coding
mqsA,protein_coding
mqsR,protein_coding
ygiV,protein_coding
ygiW,protein_coding
qseB,protein_coding
qseC,protein_coding
ygiZ,protein_coding
mdaB,protein_coding
ygiN,protein_coding
parE,protein_coding
yqiA,protein_coding
cpdA,protein_coding
yqiB,protein_coding
nudF,protein_coding
tolC,protein_coding
ygiB,protein_coding
ygiC,protein_coding
ygiD,protein_coding
zupT,protein_coding
yqiD,protein_coding
ribB,protein_coding
ubiK,protein_coding
ygiL,protein_coding
yqiG,pseudogene
insC5,protein_coding
insD5,protein_coding
yqiH,protein_coding
yqiI,protein_coding
glgS,protein_coding
yqiJ,protein_coding
yqiK,protein_coding
sibD,ncRNA
ibsD,protein_coding
sibE,ncRNA
ibsE,protein_coding
hldE,protein_coding
glnE,protein_coding
ygiF,protein_coding
ygiM,protein_coding
cca,protein_coding
bacA,protein_coding
folB,protein_coding
plsY,protein_coding
ttdR,protein_coding
ttdA,protein_coding
ttdB,protein_coding
ttdT,protein_coding
tsaD,protein_coding
rpsU,protein_coding
dnaG,protein_coding
rpoD,protein_coding
mug,protein_coding
ileX,tRNA
nfeF,protein_coding
nfeR,protein_coding
aer,protein_coding
patA,protein_coding
ygjH,protein_coding
ebgR,protein_coding
ebgA,protein_coding
ebgC,protein_coding
ygjI,protein_coding
ygjJ,protein_coding
ygjK,protein_coding
fadH,protein_coding
higA,protein_coding
higB,protein_coding
rlmG,protein_coding
ygjP,protein_coding
ygjQ,protein_coding
ygjR,protein_coding
alx,protein_coding
sstT,protein_coding
ygjV,protein_coding
uxaA,protein_coding
uxaC,protein_coding
exuT,protein_coding
exuR,protein_coding
yqiM,protein_coding
yqjA,protein_coding
mzrA,protein_coding
yqjC,protein_coding
yqjD,protein_coding
yqjE,protein_coding
yqjK,protein_coding
yqjF,protein_coding
yqjG,protein_coding
yhaH,protein_coding
yhaI,protein_coding
yhaJ,protein_coding
yhaK,protein_coding
yhaL,protein_coding
cyuA,protein_coding
cyuP,protein_coding
tdcG,protein_coding
tdcF,protein_coding
tdcE,protein_coding
tdcD,protein_coding
tdcC,protein_coding
tdcB,protein_coding
tdcA,protein_coding
tdcR,protein_coding
yhaB,protein_coding
yhaC,protein_coding
rnpB,ncRNA
garK,protein_coding
garR,protein_coding
garL,protein_coding
garP,protein_coding
garD,protein_coding
prlF,protein_coding
yhaV,protein_coding
agaR,protein_coding
kbaZ,protein_coding
agaV,protein_coding
agaW,pseudogene
agaA,pseudogene
agaS,protein_coding
kbaY,protein_coding
agaB,protein_coding
agaC,protein_coding
agaD,protein_coding
agaI,protein_coding
yraH,protein_coding
yraI,protein_coding
yraJ,protein_coding
yraK,protein_coding
rsmI,protein_coding
lpoA,protein_coding
yraN,protein_coding
diaA,protein_coding
yraP,protein_coding
yraQ,protein_coding
yraR,protein_coding
yhbO,protein_coding
yhbP,protein_coding
yhbQ,protein_coding
yhbS,protein_coding
ubiT,protein_coding
ubiU,protein_coding
ubiV,protein_coding
yhbW,protein_coding
mtr,protein_coding
deaD,protein_coding
yrbN,protein_coding
nlpI,protein_coding
pnp,protein_coding
sraG,ncRNA
rpsO,protein_coding
truB,protein_coding
rbfA,protein_coding
infB,protein_coding
nusA,protein_coding
rimP,protein_coding
metY,tRNA
argG,protein_coding
yhbX,protein_coding
leuU,tRNA
secG,protein_coding
glmM,protein_coding
folP,protein_coding
ftsH,protein_coding
rlmE,protein_coding
yhbY,protein_coding
greA,protein_coding
dacB,protein_coding
obgE,protein_coding
yhbE,protein_coding
rpmA,protein_coding
rplU,protein_coding
ispB,protein_coding
sfsB,protein_coding
murA,protein_coding
ibaG,protein_coding
mlaB,protein_coding
mlaC,protein_coding
mlaD,protein_coding
mlaE,protein_coding
mlaF,protein_coding
yrbG,protein_coding
kdsD,protein_coding
kdsC,protein_coding
lptC,protein_coding
lptA,protein_coding
lptB,protein_coding
rpoN,protein_coding
hpf,protein_coding
ptsN,protein_coding
rapZ,protein_coding
npr,protein_coding
yrbL,protein_coding
mtgA,protein_coding
elbB,protein_coding
arcZ,ncRNA
arcB,protein_coding
yhcC,protein_coding
gltB,protein_coding
gltD,protein_coding
gltF,protein_coding
yhcA,protein_coding
yhcD,protein_coding
yhcE,pseudogene
insH10,protein_coding
yhcF,protein_coding
yhcG,protein_coding
yhcH,protein_coding
nanK,protein_coding
nanE,protein_coding
nanT,protein_coding
nanA,protein_coding
nanR,protein_coding
dcuD,protein_coding
sspB,protein_coding
sspA,protein_coding
rpsI,protein_coding
rplM,protein_coding
zapE,protein_coding
yhcB,protein_coding
degQ,protein_coding
degS,protein_coding
mdh,protein_coding
argR,protein_coding
yhcN,protein_coding
yhcO,protein_coding
aaeB,protein_coding
aaeA,protein_coding
aaeX,protein_coding
aaeR,protein_coding
tldD,protein_coding
yhdP,protein_coding
rng,protein_coding
yhdE,protein_coding
mreD,protein_coding
mreC,protein_coding
mreB,protein_coding
csrD,protein_coding
yhdH,protein_coding
yrdF,pseudogene
yrdE,pseudogene
accB,protein_coding
accC,protein_coding
yhdT,protein_coding
panF,protein_coding
prmA,protein_coding
dusB,protein_coding
fis,protein_coding
yhdJ,protein_coding
yhdU,protein_coding
envR,protein_coding
acrE,protein_coding
acrF,protein_coding
yhdV,protein_coding
yhdW,pseudogene
yhdX,protein_coding
yhdY,protein_coding
yhdZ,protein_coding
rrfF,rRNA
thrV,tRNA
rrfD,rRNA
rrlD,rRNA
alaU,tRNA
ileU,tRNA
rrsD,rRNA
yrdA,protein_coding
yrdB,protein_coding
aroE,protein_coding
tsaC,protein_coding
yrdD,protein_coding
smg,protein_coding
smf,protein_coding
def,protein_coding
fmt,protein_coding
rsmB,protein_coding
trkA,protein_coding
mscL,protein_coding
arfA,protein_coding
zntR,protein_coding
yhdN,protein_coding
rplQ,protein_coding
rpoA,protein_coding
rpsD,protein_coding
rpsK,protein_coding
rpsM,protein_coding
rpmJ,protein_coding
secY,protein_coding
rplO,protein_coding
rpmD,protein_coding
rpsE,protein_coding
rplR,protein_coding
rplF,protein_coding
rpsH,protein_coding
rpsN,protein_coding
rplE,protein_coding
rplX,protein_coding
rplN,protein_coding
rpsQ,protein_coding
rpmC,protein_coding
rplP,protein_coding
rpsC,protein_coding
rplV,protein_coding
rpsS,protein_coding
rplB,protein_coding
rplW,protein_coding
rplD,protein_coding
rplC,protein_coding
rpsJ,protein_coding
gspB,protein_coding
gspA,protein_coding
gspC,protein_coding
gspD,protein_coding
gspE,protein_coding
gspF,protein_coding
gspG,protein_coding
gspH,protein_coding
gspI,protein_coding
gspJ,protein_coding
gspK,protein_coding
gspL,protein_coding
gspM,protein_coding
gspO,protein_coding
bfr,protein_coding
bfd,protein_coding
chiA,protein_coding
tufA,protein_coding
fusA,protein_coding
rpsG,protein_coding
rpsL,protein_coding
tusB,protein_coding
tusC,protein_coding
tusD,protein_coding
yheO,protein_coding
fkpA,protein_coding
slyX,protein_coding
slyD,protein_coding
yheV,protein_coding
kefB,protein_coding
kefG,protein_coding
yheS,protein_coding
yheT,protein_coding
yheU,protein_coding
prkB,protein_coding
yhfA,protein_coding
crp,protein_coding
yhfK,protein_coding
argD,protein_coding
pabA,protein_coding
fic,protein_coding
yhfG,protein_coding
ppiA,protein_coding
tsgA,protein_coding
nirB,protein_coding
nirD,protein_coding
nirC,protein_coding
cysG,protein_coding
yhfL,protein_coding
frlA,protein_coding
frlB,protein_coding
frlC,protein_coding
frlD,protein_coding
frlR,protein_coding
yhfS,protein_coding
yhfT,protein_coding
yhfU,protein_coding
php,protein_coding
yhfW,protein_coding
yhfX,protein_coding
yhfY,protein_coding
yhfZ,protein_coding
trpS,protein_coding
gph,protein_coding
rpe,protein_coding
dam,protein_coding
damX,protein_coding
aroB,protein_coding
aroK,protein_coding
hofQ,protein_coding
hofP,protein_coding
hofO,protein_coding
hofN,protein_coding
hofM,protein_coding
mrcA,protein_coding
nudE,protein_coding
igaA,protein_coding
yrfG,protein_coding
hslR,protein_coding
hslO,protein_coding
yhgE,protein_coding
pck,protein_coding
envZ,protein_coding
ompR,protein_coding
greB,protein_coding
yhgF,protein_coding
feoA,protein_coding
feoB,protein_coding
feoC,protein_coding
rpnA,protein_coding
bioH,protein_coding
yhgH,protein_coding
nfuA,protein_coding
gntT,protein_coding
malQ,protein_coding
malP,protein_coding
malT,protein_coding
rtcA,protein_coding
rtcB,protein_coding
rtcR,protein_coding
glpR,pseudogene
glpG,protein_coding
glpE,protein_coding
glpD,protein_coding
yzgL,protein_coding
glgP,protein_coding
glgA,protein_coding
glgC,protein_coding
glgX,protein_coding
glgB,protein_coding
yhgO,protein_coding
yhgP,protein_coding
asd,protein_coding
yhgN,protein_coding
gntU,protein_coding
gntK,protein_coding
gntR,protein_coding
yhhW,protein_coding
yhhX,protein_coding
ryhB,ncRNA
yhhY,protein_coding
yhhZ,protein_coding
yrhA,pseudogene
insA6,protein_coding
insB6,protein_coding
yrhD,protein_coding
yrhB,protein_coding
ggt,protein_coding
yhhA,protein_coding
ugpQ,protein_coding
ugpC,protein_coding
ugpE,protein_coding
ugpA,protein_coding
ugpB,protein_coding
livF,protein_coding
livG,protein_coding
livM,protein_coding
livH,protein_coding
livK,protein_coding
panZ,protein_coding
livJ,protein_coding
rpoH,protein_coding
ftsX,protein_coding
ftsE,protein_coding
ftsY,protein_coding
rsmD,protein_coding
yhhL,protein_coding
yhhM,protein_coding
yhhN,protein_coding
zntA,protein_coding
tusA,protein_coding
yhhQ,protein_coding
dcrB,protein_coding
yhhS,protein_coding
yhhT,protein_coding
acpT,protein_coding
nikA,protein_coding
nikB,protein_coding
nikC,protein_coding
nikD,protein_coding
nikE,protein_coding
nikR,protein_coding
rhsB,protein_coding
yhhH,protein_coding
yrhC,pseudogene
yhhI,protein_coding
yhhJ,protein_coding
rbbA,protein_coding
yhiI,protein_coding
yhiY,protein_coding
yhiJ,protein_coding
yhiL,pseudogene
yhiM,protein_coding
yhiN,protein_coding
pitA,protein_coding
uspB,protein_coding
uspA,protein_coding
yriA,protein_coding
yriB,protein_coding
dtpB,protein_coding
rsmJ,protein_coding
prlC,protein_coding
rlmJ,protein_coding
gor,protein_coding
dinQ,protein_coding
agrA,ncRNA
agrB,ncRNA
arsR,protein_coding
arsB,protein_coding
arsC,protein_coding
yhiS,pseudogene
insH11,protein_coding
slp,protein_coding
dctR,protein_coding
yhiD,protein_coding
hdeB,protein_coding
hdeA,protein_coding
hdeD,protein_coding
arrS,ncRNA
gadE,protein_coding
gadF,ncRNA
mdtE,protein_coding
mdtF,protein_coding
gadW,protein_coding
gadY,ncRNA
gadX,protein_coding
gadA,protein_coding
ccp,protein_coding
treF,protein_coding
yhjB,protein_coding
rcdB,protein_coding
yhjD,protein_coding
yhjE,protein_coding
yhjG,protein_coding
pdeH,protein_coding
kdgK,protein_coding
yhjJ,protein_coding
dctA,protein_coding
pdeK,protein_coding
bcsC,protein_coding
bcsZ,protein_coding
bcsB,protein_coding
bcsA,protein_coding
bcsQ,pseudogene
yhjR,protein_coding
bcsE,protein_coding
bcsF,protein_coding
bcsG,protein_coding
ldrD,protein_coding
rdlD,ncRNA
yhjV,protein_coding
dppF,protein_coding
dppD,protein_coding
dppC,protein_coding
dppB,protein_coding
dppA,protein_coding
proK,tRNA
eptB,protein_coding
yhjX,protein_coding
yhjY,protein_coding
tag,protein_coding
yiaC,protein_coding
bisC,protein_coding
yiaD,protein_coding
ghrB,protein_coding
yiaF,protein_coding
yiaG,protein_coding
cspA,protein_coding
ysaE,protein_coding
mokA,pseudogene
hokA,protein_coding
insJ,protein_coding
insK,protein_coding
sokA,pseudogene
glyS,protein_coding
glyQ,protein_coding
ysaB,protein_coding
wecH,protein_coding
yiaA,protein_coding
yiaB,protein_coding
xylB,protein_coding
xylA,protein_coding
xylF,protein_coding
xylG,protein_coding
xylH,protein_coding
xylR,protein_coding
bax,protein_coding
baxL,protein_coding
malS,protein_coding
avtA,protein_coding
ysaA,protein_coding
plaR,protein_coding
yiaK,protein_coding
yiaL,protein_coding
yiaM,protein_coding
yiaN,protein_coding
yiaO,protein_coding
lyxK,protein_coding
sgbH,protein_coding
sgbU,protein_coding
sgbE,protein_coding
ysaC,pseudogene
ysaD,pseudogene
yiaT,protein_coding
yiaU,protein_coding
yiaV,protein_coding
yiaW,protein_coding
aldB,protein_coding
yiaY,protein_coding
selB,protein_coding
selA,protein_coding
yibF,protein_coding
rhsA,protein_coding
yibA,protein_coding
yibJ,pseudogene
yibG,protein_coding
yibS,pseudogene
yibW,pseudogene
yibV,protein_coding
yibU,pseudogene
yibH,protein_coding
yibI,protein_coding
mtlA,protein_coding
mtlD,protein_coding
mtlR,protein_coding
yibT,protein_coding
yibL,protein_coding
lldP,protein_coding
lldR,protein_coding
lldD,protein_coding
trmL,protein_coding
cysE,protein_coding
gpsA,protein_coding
secB,protein_coding
grxC,protein_coding
yibN,protein_coding
gpmM,protein_coding
envC,protein_coding
yibQ,protein_coding
waaH,protein_coding
tdh,protein_coding
kbl,protein_coding
htrL,protein_coding
rfaD,protein_coding
waaF,protein_coding
waaC,protein_coding
waaL,protein_coding
yibX,protein_coding
yibY,protein_coding
waaU,protein_coding
waaZ,protein_coding
waaY,protein_coding
waaJ,protein_coding
waaO,protein_coding
waaB,protein_coding
waaS,protein_coding
waaP,protein_coding
waaG,protein_coding
waaQ,protein_coding
rirA,ncRNA
waaA,protein_coding
coaD,protein_coding
mutM,protein_coding
rpmG,protein_coding
rpmB,protein_coding
yicR,protein_coding
dfp,protein_coding
dut,protein_coding
slmA,protein_coding
pyrE,protein_coding
rph,protein_coding
yicC,protein_coding
dinD,protein_coding
yicG,protein_coding
ligB,protein_coding
gmk,protein_coding
rpoZ,protein_coding
spoT,protein_coding
trmH,protein_coding
recG,protein_coding
gltS,protein_coding
xanP,protein_coding
yicH,protein_coding
yicI,protein_coding
yicJ,protein_coding
selC,tRNA
yicT,pseudogene
setC,protein_coding
yicL,protein_coding
yicU,protein_coding
nlpA,protein_coding
yicS,protein_coding
nepI,protein_coding
yicN,protein_coding
adeQ,protein_coding
adeD,protein_coding
uhpT,protein_coding
uhpC,protein_coding
uhpB,protein_coding
uhpA,protein_coding
ilvN,protein_coding
ilvB,protein_coding
ivbL,protein_coding
istR,ncRNA
tisB,protein_coding
ysdE,protein_coding
emrD,protein_coding
yidF,protein_coding
yidG,protein_coding
yidH,protein_coding
yidI,protein_coding
yidJ,protein_coding
yidK,protein_coding
yidL,protein_coding
ysdC,pseudogene
glvG,protein_coding
glvB,protein_coding
glvC,protein_coding
yidP,protein_coding
yidE,protein_coding
ibpB,protein_coding
ibpA,protein_coding
yidQ,protein_coding
yidR,protein_coding
cbrA,protein_coding
dgoT,protein_coding
dgoD,protein_coding
dgoA,protein_coding
dgoK,protein_coding
dgoR,protein_coding
yidX,protein_coding
yidA,protein_coding
yidB,protein_coding
gyrB,protein_coding
recF,protein_coding
dnaN,protein_coding
dnaA,protein_coding
ysdD,protein_coding
rpmH,protein_coding
rnpA,protein_coding
yidD,protein_coding
yidC,protein_coding
mnmE,protein_coding
tnaC,protein_coding
tnaA,protein_coding
tnaB,protein_coding
mdtL,protein_coding
yidZ,protein_coding
yieE,protein_coding
yieF,protein_coding
adeP,protein_coding
yieH,protein_coding
cbrB,protein_coding
cbrC,protein_coding
yieK,protein_coding
yieL,protein_coding
bglH,protein_coding
bglB,protein_coding
bglF,protein_coding
bglG,protein_coding
phoU,protein_coding
pstB,protein_coding
pstA,protein_coding
pstC,protein_coding
pstS,protein_coding
glmS,protein_coding
glmU,protein_coding
atpC,protein_coding
atpD,protein_coding
atpG,protein_coding
atpA,protein_coding
atpH,protein_coding
atpF,protein_coding
atpE,protein_coding
atpB,protein_coding
atpI,protein_coding
rsmG,protein_coding
mnmG,protein_coding
mioC,protein_coding
asnC,protein_coding
asnA,protein_coding
viaA,protein_coding
ravA,protein_coding
kup,protein_coding
rbsD,protein_coding
rbsA,protein_coding
rbsC,protein_coding
rbsB,protein_coding
rbsK,protein_coding
rbsR,protein_coding
hsrA,protein_coding
yieP,protein_coding
rrsC,rRNA
gltU,tRNA
rrlC,rRNA
rrfC,rRNA
aspT,tRNA
trpT,tRNA
hdfR,protein_coding
maoP,protein_coding
yifB,protein_coding
ilvL,protein_coding
ilvX,protein_coding
ilvG,pseudogene
ilvM,protein_coding
ilvE,protein_coding
ilvD,protein_coding
ilvA,protein_coding
ilvY,protein_coding
ilvC,protein_coding
ppiC,protein_coding
yifN,pseudogene
rep,protein_coding
gpp,protein_coding
rhlB,protein_coding
trxA,protein_coding
rhoL,protein_coding
rho,protein_coding
rfe,protein_coding
wzzE,protein_coding
wecB,protein_coding
wecC,protein_coding
rffG,protein_coding
rffH,protein_coding
rffC,protein_coding
wecE,protein_coding
wzxE,protein_coding
wecF,protein_coding
wzyE,protein_coding
rffM,protein_coding
yifK,protein_coding
argX,tRNA
hisR,tRNA
leuT,tRNA
proM,tRNA
aslB,protein_coding
aslA,protein_coding
glmZ,ncRNA
hemY,protein_coding
hemX,protein_coding
hemD,protein_coding
hemC,protein_coding
cyaA,protein_coding
cyaY,protein_coding
yzcX,protein_coding
yifL,protein_coding
dapF,protein_coding
yigA,protein_coding
xerC,protein_coding
yigB,protein_coding
uvrD,protein_coding
yigE,protein_coding
ysgD,protein_coding
corA,protein_coding
yigF,protein_coding
yigG,protein_coding
rarD,protein_coding
yigI,protein_coding
pldA,protein_coding
recQ,protein_coding
rhtC,protein_coding
rhtB,protein_coding
pldB,protein_coding
yigL,protein_coding
bioP,protein_coding
metR,protein_coding
metE,protein_coding
ysgA,protein_coding
udp,protein_coding
rmuC,protein_coding
ubiE,protein_coding
ubiJ,protein_coding
esrE,ncRNA
ubiB,protein_coding
tatA,protein_coding
tatB,protein_coding
tatC,protein_coding
tatD,protein_coding
rfaH,protein_coding
ubiD,protein_coding
fre,protein_coding
fadA,protein_coding
fadB,protein_coding
pepQ,protein_coding
yigZ,protein_coding
trkH,protein_coding
hemG,protein_coding
rrsA,rRNA
ileT,tRNA
alaT,tRNA
rrlA,rRNA
rrfA,rRNA
mobB,protein_coding
mobA,protein_coding
yihD,protein_coding
srkA,protein_coding
dsbA,protein_coding
yihF,protein_coding
yihG,protein_coding
polA,protein_coding
spf,ncRNA
yihA,protein_coding
csrC,ncRNA
yihI,protein_coding
hemN,protein_coding
yshB,protein_coding
glnG,protein_coding
glnL,protein_coding
glnA,protein_coding
bipA,protein_coding
yihL,protein_coding
yihM,protein_coding
yihN,protein_coding
ompL,protein_coding
yihO,protein_coding
yihP,protein_coding
