,gene,biotype,synonym
794,acrZ,protein_coding,"ECK0751,ybhT"
795,modA,protein_coding,ECK0752
796,modB,protein_coding,"chlJ,ECK0753,tslJ"
797,modC,protein_coding,"chlD,ECK0754,narD"
798,ybhA,protein_coding,ECK0755
799,pgl,protein_coding,"ECK0756,ybhE"
800,ybhD,protein_coding,ECK0757
801,ybhH,protein_coding,ECK0758
802,ybhI,protein_coding,ECK0759
803,ybhJ,protein_coding,ECK0760
804,ybhC,protein_coding,ECK0761
805,ybhB,protein_coding,ECK0762
806,bioA,protein_coding,ECK0763
807,bioB,protein_coding,ECK0764
808,bioF,protein_coding,ECK0765
809,bioC,protein_coding,ECK0766
810,bioD,protein_coding,ECK0767
811,uvrB,protein_coding,"dar-1,dar-6,ECK0768"
812,ybhK,protein_coding,ECK0769
813,moaA,protein_coding,"bisA,chlA,chlA1,ECK0770,narA"
814,moaB,protein_coding,"chlA2,ECK0771"
815,moaC,protein_coding,"chlA3,ECK0772"
816,moaD,protein_coding,"chlA4,chlM,ECK0773"
817,moaE,protein_coding,"chlA5,ECK0774"
818,ybhL,protein_coding,ECK0775
819,ybhM,protein_coding,ECK0776
820,ybhN,protein_coding,ECK0777
821,clsB,protein_coding,"ECK0778,ybhO"
822,ybhP,protein_coding,ECK0779
823,ybhQ,protein_coding,ECK0780
824,ybhR,protein_coding,ECK0781
825,ybhS,protein_coding,ECK0782
826,ybhF,protein_coding,ECK0783
827,ybhG,protein_coding,ECK0784
828,cecR,protein_coding,"ECK0785,ybiH"
829,rhlE,protein_coding,ECK0786
830,ybiA,protein_coding,ECK0787
831,dinG,protein_coding,"ECK0788,rarB"
832,ybiB,protein_coding,ECK0789
833,hcxB,protein_coding,"ECK0790,ybiC"
834,ybiE,protein_coding,ECK4626
835,ybiJ,protein_coding,ECK0791
836,ybiI,protein_coding,ECK0792
837,ybiX,protein_coding,ECK0793
838,fiu,protein_coding,"ECK0794,ybiL"
839,mcbA,protein_coding,"ECK0795,ybiM"
840,rlmF,protein_coding,"ECK0796,ybiN"
841,ybiO,protein_coding,ECK0797
842,glnQ,protein_coding,ECK0798
843,glnP,protein_coding,ECK0799
844,glnH,protein_coding,ECK0800
845,dps,protein_coding,"ECK0801,pexB,vtm"
846,rhtA,protein_coding,"ECK0802,ybiF"
847,yliM,protein_coding,ECK4593
848,ompX,protein_coding,"ECK0803,ompP,ybiG"
849,opgE,protein_coding,"ECK0804,ybiP"
850,rybA,ncRNA,ECK0806
851,mntS,protein_coding,"ECK4517,G0-8881"
852,mntR,protein_coding,"ECK0807,ybiQ"
853,ybiR,protein_coding,ECK0808
854,ldtB,protein_coding,"ECK0809,ybiS"
855,ybiT,protein_coding,ECK0810
856,ybiU,protein_coding,ECK0811
857,ybiV,protein_coding,"ECK0812,supH"
858,ybiW,protein_coding,"ECK0813,pflF"
859,ybiY,protein_coding,"ECK0814,pflE"
860,fsaA,protein_coding,"ECK0815,fsa,mipB,ybiZ"
861,moeB,protein_coding,"chlN,ECK0816"
862,moeA,protein_coding,"bisB,chlE,ECK0817,narE"
863,iaaA,protein_coding,"ECK0818,spt,ybiK"
864,gsiA,protein_coding,"ECK0819,yliA"
865,gsiB,protein_coding,"ECK0820,yliB"
866,gsiC,protein_coding,"ECK0821,yliC"
867,gsiD,protein_coding,"ECK0822,yliD"
868,pdeI,protein_coding,"ECK0823,yliE"
869,dgcI,protein_coding,"ECK0824,yliF"
870,rimO,protein_coding,"ECK0825,yliG"
871,bssR,protein_coding,"ECK0826,yliH"
872,yliI,protein_coding,ECK0827
873,gstB,protein_coding,"ECK0828,yliJ"
874,dacC,protein_coding,ECK0829
875,deoR,protein_coding,"ECK0830,nucR"
876,ybjG,protein_coding,ECK0831
877,mdfA,protein_coding,"cmlA,cmr,ECK0832"
878,ybjH,protein_coding,ECK0833
879,ybjI,protein_coding,ECK0834
880,ybjJ,protein_coding,ECK0835
881,rcdA,protein_coding,"ECK0836,ybjK"
882,rybB,ncRNA,"ECK0837,p25"
883,ybjL,protein_coding,ECK0838
884,ybjM,protein_coding,ECK0839
885,grxA,protein_coding,"ECK0840,grx"
886,ybjC,protein_coding,ECK0841
887,nfsA,protein_coding,"ECK0842,mda18,mdaA,ybjB"
888,rimK,protein_coding,"ECK0843,nek"
889,ybjN,protein_coding,ECK0844
890,potF,protein_coding,ECK0845
891,potG,protein_coding,ECK0846
892,potH,protein_coding,ECK0847
893,potI,protein_coding,ECK0848
894,ybjO,protein_coding,ECK0849
895,rlmC,protein_coding,"ECK0850,rumB,ybjF"
896,artJ,protein_coding,ECK0851
897,artM,protein_coding,ECK0852
898,artQ,protein_coding,ECK0853
899,artI,protein_coding,ECK0854
900,artP,protein_coding,ECK0855
901,ybjP,protein_coding,ECK0856
902,ybjQ,protein_coding,ECK0857
903,amiD,protein_coding,"ECK0858,ybjR"
904,ybjS,protein_coding,ECK0859
905,ybjT,protein_coding,ECK0860
906,ltaE,protein_coding,"ECK0861,ltaA,ybjU"
907,poxB,protein_coding,ECK0862
908,hcr,protein_coding,"ECK0863,ybjV"
909,hcp,protein_coding,"ECK0864,priS,ybjW"
910,lysO,protein_coding,"ECK0865,ybjE"
911,aqpZ,protein_coding,"bniP,ECK0866"
912,ybjD,protein_coding,ECK0867
913,ybjX,protein_coding,ECK0868
914,macA,protein_coding,"ECK0869,ybjY"
915,macB,protein_coding,"ECK0870,ybjZ"
916,cspD,protein_coding,"cspH,ECK0871,ybjA"
917,yljB,protein_coding,ECK4627
918,clpS,protein_coding,"ECK0872,yljA"
919,clpA,protein_coding,"ECK0873,lopD"
920,serW,tRNA,ECK0874
921,infA,protein_coding,"bypA1,ECK0875"
922,aat,protein_coding,"ECK0876,ycaA"
923,cydC,protein_coding,"ECK0877,mdrA,mdrH,surB,ycaB"
924,cydD,protein_coding,"ECK0878,htrD"
925,trxB,protein_coding,"ECK0879,trxR"
926,lrp,protein_coding,"alsB,ECK0880,ihb,livR,lrs,lss,lstR,mbf,oppI,rblA"
927,ftsK,protein_coding,"dinH,ECK0881"
928,lolA,protein_coding,"ECK0882,lplA,yzzV"
929,rarA,protein_coding,"ECK0883,mgsA,ycaJ"
930,serS,protein_coding,ECK0884
931,dmsA,protein_coding,ECK0885
932,dmsB,protein_coding,ECK0886
933,dmsC,protein_coding,ECK0887
934,ycaC,protein_coding,ECK0888
935,ycaD,protein_coding,ECK0889
936,ycaM,protein_coding,ECK0890
937,ycaN,protein_coding,ECK0891
938,ycaK,protein_coding,ECK0892
939,pflA,protein_coding,"act,ECK0893"
940,pflB,protein_coding,"ECK0894,pfl"
941,focA,protein_coding,"ECK0895,ycaE"
942,ycaO,protein_coding,ECK0896
943,ycaP,protein_coding,ECK0897
944,serC,protein_coding,"ECK0898,pdxC,pdxF"
945,aroA,protein_coding,ECK0899
946,ycaL,protein_coding,ECK0900
947,cmk,protein_coding,"ECK0901,mssA,ycaF,ycaG"
948,rpsA,protein_coding,"ECK0902,ssyF"
949,ihfB,protein_coding,"ECK0903,himD,hip"
950,ycaI,protein_coding,ECK0904
951,msbA,protein_coding,ECK0905
952,lpxK,protein_coding,"ECK0906,ycaH"
953,ycaQ,protein_coding,"alkZ,ECK0907"
954,ycaR,protein_coding,ECK0908
955,kdsB,protein_coding,ECK0909
956,ycbJ,protein_coding,ECK0910
957,elyC,protein_coding,"ECK0911,ycbC"
958,cmoM,protein_coding,"ECK0912,smtA,ycbD"
959,mukF,protein_coding,"ECK0913,kicB"
960,mukE,protein_coding,"ECK0914,kicA,ycbA"
961,mukB,protein_coding,ECK0915
962,ldtD,protein_coding,"ECK0916,ycbB"
963,mepK,protein_coding,"ECK0917,ycbK"
964,gloC,protein_coding,"ECK0918,ycbL"
965,aspC,protein_coding,ECK0919
966,ompF,protein_coding,"cmlB,cry,ECK0920,nfxB,tolF"
967,asnS,protein_coding,"ECK0921,lcs,tss"
968,pncB,protein_coding,ECK0922
969,pepN,protein_coding,ECK0923
970,ssuB,protein_coding,"ECK0924,ycbE"
971,ssuC,protein_coding,"ECK0925,ycbM"
972,ssuD,protein_coding,"ECK0926,ssi6,ycbN"
973,ssuA,protein_coding,"ECK0927,ycbO"
974,ssuE,protein_coding,"ECK0928,ssi4,ycbP"
975,elfA,protein_coding,"ECK0929,ycbQ"
976,elfD,protein_coding,"ECK0930,ycbR"
977,elfC,protein_coding,"ECK0931,ycbS"
978,elfG,protein_coding,"ECK0932,ycbT"
979,ycbU,protein_coding,ECK0933
980,ycbV,protein_coding,ECK0934
981,ycbF,protein_coding,ECK0935
982,pyrD,protein_coding,ECK0936
983,zapC,protein_coding,"ECK0937,ycbW"
984,ycbX,protein_coding,ECK0938
985,rlmL,protein_coding,"ECK0939,rlmK,rlmKL,ycbY"
986,uup,protein_coding,"ECK0940,ycbH,ycbI"
987,pqiA,protein_coding,"ECK0941,pqi5,pqi5A"
988,pqiB,protein_coding,"ECK0942,pqi5,pqi5B"
989,pqiC,protein_coding,"ECK0943,ymbA"
990,rmf,protein_coding,"ECK0944,res,rimF"
991,fabA,protein_coding,ECK0945
992,ycbZ,protein_coding,ECK0946
993,matP,protein_coding,"ECK0947,ycbG"
994,ompA,protein_coding,"con,ECK0948,tolG,tut"
995,sulA,protein_coding,"ECK0949,sfiA,suf"
996,sxy,protein_coding,"ECK0950,yccR"
997,yccS,protein_coding,ECK0951
998,yccF,protein_coding,ECK0952
999,helD,protein_coding,"ECK0953,srjB"
1000,mgsA,protein_coding,"ECK0954,mgs,yccG"
1001,yccT,protein_coding,ECK0955
1002,yccU,protein_coding,ECK0956
1003,hspQ,protein_coding,"ECK0957,yccV"
1004,rlmI,protein_coding,"ECK0958,yccW"
1005,yccX,protein_coding,ECK0959
1006,tusE,protein_coding,"ECK0960,yccK"
1007,yccA,protein_coding,ECK0961
1008,serT,tRNA,"divE,ECK0962"
1009,hyaA,protein_coding,ECK0963
1010,hyaB,protein_coding,ECK0964
1011,hyaC,protein_coding,"cybH,ECK0965"
1012,hyaD,protein_coding,ECK0966
1013,hyaE,protein_coding,ECK0967
1014,hyaF,protein_coding,ECK0968
1015,appC,protein_coding,"cbdA,cyxA,ECK0969"
1016,appB,protein_coding,"cbdB,cyxB,ECK0970"
1017,appX,protein_coding,"cbdX,ECK4402,yccB"
1018,appA,protein_coding,ECK0971
1019,etk,protein_coding,"ECK0972,yccC"
1020,etp,protein_coding,"ECK0973,yccY"
1021,gfcE,protein_coding,"ECK0974,yccZ"
1022,gfcD,protein_coding,"ECK0975,ymcA"
1023,gfcC,protein_coding,"ECK0976,ymcB"
1024,gfcB,protein_coding,"ECK0977,ymcC"
1025,gfcA,protein_coding,"ECK0978,ymcD"
1026,insA4,protein_coding,ECK0023
1027,insB4,protein_coding,ECK0022
1028,cspH,protein_coding,"cspK,ECK0979"
1029,cspG,protein_coding,ECK0980
1030,ymcF,protein_coding,ECK4580
1031,ymcE,protein_coding,ECK0981
1032,gnsA,protein_coding,"ECK0982,sfa,yccL"
1033,yccM,protein_coding,ECK0983
1034,torS,protein_coding,"ECK0984,yccI"
1035,torT,protein_coding,"ECK0985,yccH"
1036,torR,protein_coding,ECK0986
1037,torC,protein_coding,ECK0987
1038,torA,protein_coding,ECK0988
1039,torD,protein_coding,ECK0989
1040,cbpM,protein_coding,"ECK0990,yccD"
1041,cbpA,protein_coding,ECK0991
1042,yccE,protein_coding,ECK0992
1043,agp,protein_coding,ECK0993
1044,yccJ,protein_coding,ECK0994
1045,wrbA,protein_coding,ECK0995
1046,ymdF,protein_coding,ECK0996
1047,rutG,protein_coding,"ECK0997,ycdG"
1048,rutF,protein_coding,"ECK0998,ycdH"
1049,rutE,protein_coding,"ECK0999,ycdI"
1050,rutD,protein_coding,"ECK1000,ycdJ"
1051,rutC,protein_coding,"ECK1001,ycdK"
1052,rutB,protein_coding,"ECK1002,ycdL"
1053,rutA,protein_coding,"ECK1003,ycdM"
1054,rutR,protein_coding,"ECK1004,ycdC"
1055,putA,protein_coding,"ECK1005,poaA,putC"
1056,ymdG,protein_coding,ECK4594
1057,putP,protein_coding,"ECK1006,putC"
1058,efeU,pseudogene,"b1016,b1017,ECK1007,ycdN"
1059,efeO,protein_coding,"ECK1008,ycdO"
1060,efeB,protein_coding,"ECK1009,ycdB"
1061,phoH,protein_coding,"ECK1010,psiH"
1062,pgaD,protein_coding,"ECK1011,hmsS,ycdP"
1063,pgaC,protein_coding,"ECK1012,hmsR,ycdQ"
1064,pgaB,protein_coding,"ECK1013,hmsF,ycdR"
1065,pgaA,protein_coding,"ECK1014,hmsH,ycdS"
1066,dgcT,protein_coding,"ECK1015,ycdT"
1067,insF4,protein_coding,"ECK0299,tra5-3"
1068,insE4,protein_coding,ECK0298
1069,ymdE,pseudogene,ECK1016
1070,ycdU,protein_coding,ECK1017
1071,serX,tRNA,ECK1018
1072,ghrA,protein_coding,"ECK1019,ycdW"
1073,ycdX,protein_coding,ECK1020
1074,ycdY,protein_coding,ECK1021
1075,ycdZ,protein_coding,"ECK1022,nupT"
1076,csgG,protein_coding,ECK1023
1077,csgF,protein_coding,ECK1024
1078,csgE,protein_coding,ECK1025
1079,csgD,protein_coding,ECK1026
1080,csgB,protein_coding,ECK1027
1081,csgA,protein_coding,ECK1028
1082,csgC,protein_coding,"ECK1029,ycdE"
1083,ymdA,protein_coding,ECK1030
1084,ymdB,protein_coding,ECK1031
1085,clsC,protein_coding,"ECK1032,ymdC"
1086,opgC,protein_coding,"ECK1033,mdoC,ymdD"
1087,opgG,protein_coding,"ECK1034,mdoA,mdoG"
1088,opgH,protein_coding,"ECK1035,mdoA,mdoH"
1089,yceK,protein_coding,ECK1036
1090,msyB,protein_coding,ECK1037
1091,mdtG,protein_coding,"ECK1038,yceE"
1092,lpxL,protein_coding,"ECK1039,htrB,waaM"
1093,trhO,protein_coding,"ECK1040,yceA"
1094,yceI,protein_coding,ECK1041
1095,yceJ,protein_coding,ECK1042
1096,yceO,protein_coding,ECK1043
1097,solA,protein_coding,ECK1044
1098,bssS,protein_coding,"ECK1045,yceP"
1099,dinI,protein_coding,ECK1046
1100,pyrC,protein_coding,ECK1047
1101,yceB,protein_coding,ECK1048
1102,grxB,protein_coding,ECK1049
1103,mdtH,protein_coding,"ECK1050,yceL"
1104,rimJ,protein_coding,"ECK1051,tcp"
1105,yceH,protein_coding,ECK1052
1106,yceM,protein_coding,"ECK1053,mviM"
1107,murJ,protein_coding,"ECK1054,mviN,yceN"
1108,flgN,protein_coding,ECK1055
1109,flgM,protein_coding,ECK1056
1110,flgA,protein_coding,"ECK1057,flaU"
1111,flgB,protein_coding,"ECK1058,flbA"
1112,flgC,protein_coding,"ECK1059,flaW"
1113,flgD,protein_coding,"ECK1060,flaV"
1114,flgE,protein_coding,"ECK1061,flaK"
1115,flgF,protein_coding,"ECK1062,flaX"
1116,flgG,protein_coding,"ECK1063,flaL"
1117,flgH,protein_coding,"ECK1064,flaY"
1118,flgI,protein_coding,"ECK1065,flaM"
1119,flgJ,protein_coding,"ECK1066,flaZ"
1120,flgK,protein_coding,"ECK1067,flaS"
1121,flgL,protein_coding,"ECK1068,flaT"
1122,rne,protein_coding,"ams,ECK1069,hmp1,smbB"
1123,yceQ,protein_coding,ECK1070
1124,rluC,protein_coding,"ECK1071,yceC"
1125,yceF,protein_coding,ECK1072
1126,sraB,ncRNA,"ECK1073,pke20,psrA4,psrD"
1127,yceD,protein_coding,ECK1074
1128,rpmF,protein_coding,ECK1075
1129,plsX,protein_coding,ECK1076
1130,fabH,protein_coding,ECK1077
1131,fabD,protein_coding,"ECK1078,tfpA"
1132,fabG,protein_coding,ECK1079
1133,acpP,protein_coding,ECK1080
1134,fabF,protein_coding,"cvc,ECK1081,fabJ,vtr,vtrB"
1135,pabC,protein_coding,ECK1082
1136,mltG,protein_coding,"ECK1083,yceG"
1137,tmk,protein_coding,"ECK1084,ycfG"
1138,holB,protein_coding,ECK1085
1139,ycfH,protein_coding,ECK1086
1140,ptsG,protein_coding,"car,cat,catB2,CR,ECK1087,glcA,gptA,tgl,umg,umgC"
1141,fhuE,protein_coding,ECK1088
1142,hinT,protein_coding,"ECK1089,ycfF"
1143,ycfL,protein_coding,ECK1090
1144,lpoB,protein_coding,"ECK1091,ycfM"
1145,thiK,protein_coding,"ECK1092,ycfN"
1146,nagZ,protein_coding,"ECK1093,ycfO"
1147,ycfP,protein_coding,ECK1094
1148,ndh,protein_coding,ECK1095
1149,ycfJ,protein_coding,ECK1096
1150,comR,protein_coding,"ECK1097,ycfQ"
1151,bhsA,protein_coding,"comC,ECK1098,ycfR"
1152,ldtC,protein_coding,"ECK1099,ycfS"
1153,mfd,protein_coding,ECK1100
1154,ycfT,protein_coding,ECK1101
1155,lolC,protein_coding,"ECK1102,ycfU"
1156,lolD,protein_coding,"ECK1103,ycfV"
1157,lolE,protein_coding,"ECK1104,ycfW"
1158,nagK,protein_coding,"ECK1105,ycfX"
1159,cobB,protein_coding,"ECK1106,ycfY"
1160,ycfZ,protein_coding,ECK1107
1161,ymfA,protein_coding,ECK1108
1162,potD,protein_coding,ECK1109
1163,potC,protein_coding,ECK1110
1164,potB,protein_coding,ECK1111
1165,potA,protein_coding,ECK1112
1166,pepT,protein_coding,ECK1113
1167,roxA,protein_coding,"ECK1114,ycfD"
1168,phoQ,protein_coding,ECK1115
1169,phoP,protein_coding,ECK1116
1170,purB,protein_coding,"ade,ade(h),ECK1117"
1171,hflD,protein_coding,"ECK1118,hslZ,ycfC"
1172,mnmA,protein_coding,"asuE,ECK1119,trmU,ycfB"
1173,nudJ,protein_coding,"ECK1120,ymfB"
1174,rluE,protein_coding,"ECK1121,ymfC"
1175,icd,protein_coding,"ECK1122,icdA,icdE"
1176,ymfD,protein_coding,ECK1123
1177,ymfE,protein_coding,ECK1124
1178,lit,protein_coding,ECK1125
1179,intE,protein_coding,"ECK1126,int(Lambda),ycfI"
1180,xisE,protein_coding,"ECK1127,ymfG"
1181,ymfH,protein_coding,ECK1128
1182,ymfI,protein_coding,ECK1129
1183,ymfJ,protein_coding,ECK1130
1184,ymfK,protein_coding,"cohE,ECK1131"
1185,ymfT,protein_coding,"croE,ECK1132"
1186,ymfL,protein_coding,ECK1133
1187,ymfM,protein_coding,ECK1134
1188,ymfN,protein_coding,ECK1135
1189,oweE,pseudogene,ECK4507
1190,aaaE,pseudogene,ECK1135
1191,ymfR,protein_coding,ECK1136
1192,beeE,protein_coding,"ECK1137,ymfO"
1193,jayE,pseudogene,"ECK1138,ymfP"
1194,ymfQ,protein_coding,ECK1139
1195,ycfK,protein_coding,"ECK1140,stfP"
1196,tfaP,protein_coding,"ECK1141,ymfS"
1197,tfaE,protein_coding,"ECK1142,ycfA"
1198,stfE,pseudogene,"ECK1143,ycfE"
1199,pinE,protein_coding,"ECK1144,pin"
1200,mcrA,protein_coding,"ECK1145,rglA"
1201,icdC,pseudogene,ECK1146
1202,iraM,protein_coding,"ECK1147,elb1,elbA,ycgW"
1203,ymgK,protein_coding,ECK4595
1204,ymgL,protein_coding,ECK4596
1205,ycgX,protein_coding,ECK1148
1206,bluR,protein_coding,"ECK1149,ycgE"
1207,bluF,protein_coding,"ECK1150,ycgF"
1208,ycgZ,protein_coding,ECK1151
1209,ymgA,protein_coding,ECK1152
1210,ariR,protein_coding,"ECK1153,ymgB"
1211,ymgC,protein_coding,ECK1154
1212,pdeG,protein_coding,"ECK1155,ycgG"
1213,ymgF,protein_coding,ECK1156
1214,ycgH,pseudogene,"b1169,b1170,ECK1157"
1215,ymgD,protein_coding,ECK1158
1216,ymgG,protein_coding,ECK1159
1217,ymgI,protein_coding,ECK4403
1218,ymgJ,protein_coding,ECK4404
1219,ycgI,pseudogene,"b1173,ECK1160,ECK1161,ymgH"
1220,minE,protein_coding,"ECK1162,minB"
1221,minD,protein_coding,"ECK1163,minB"
1222,minC,protein_coding,"ECK1164,minB"
1223,ycgJ,protein_coding,ECK1165
1224,pliG,protein_coding,"ECK1166,ycgK"
1225,ycgL,protein_coding,ECK1167
1226,ycgM,protein_coding,ECK1168
1227,ycgN,protein_coding,ECK1169
1228,hlyE,protein_coding,"clyA,ECK1170,hpr,sheA,ycgD"
1229,umuD,protein_coding,ECK1171
1230,umuC,protein_coding,"ECK1172,uvm"
1231,dsbB,protein_coding,"dsbX,ECK1173,iarB,rosB,roxB,ycgA"
1232,nhaB,protein_coding,ECK1174
1233,fadR,protein_coding,"dec,ECK1175,ole,oleR,thdB"
1234,ycgB,protein_coding,ECK1176
1235,dadA,protein_coding,"dadR,ECK1177"
1236,dadX,protein_coding,"alnA,alnB,dadB,ECK1178"
1237,ymgM,protein_coding,ECK4597
1238,cvrA,protein_coding,"ECK1179,ycgO"
1239,ldcA,protein_coding,"ECK1180,ycgQ"
1240,emtA,protein_coding,"ECK1181,mltE,sltZ,ycgP"
1241,ycgR,protein_coding,ECK1182
1242,ymgE,protein_coding,"ECK1183,tag"
1243,ycgY,protein_coding,ECK1184
1244,treA,protein_coding,"ECK1185,osmA,tre"
1245,dhaM,protein_coding,"dhaH,ECK1186,ptsD,ycgC"
1246,dhaL,protein_coding,"dhaK2,ECK1187,ycgS,ysgS"
1247,dhaK,protein_coding,"dhaK1,ECK1188,ycgT"
1248,dhaR,protein_coding,"ECK1189,ycgU"
1249,ycgV,protein_coding,ECK1190
1250,ychF,protein_coding,"ECK1191,gtp1"
1251,pth,protein_coding,"ECK1192,rap"
1252,ychH,protein_coding,ECK1193
1253,dauA,protein_coding,"ECK1194,ychM"
1254,prs,protein_coding,"dnaR,ECK1195,prsA"
1255,ispE,protein_coding,"ECK1196,ipk,ychB"
1256,lolB,protein_coding,"ECK1197,hemM,ychC"
1257,hemA,protein_coding,"ECK1198,gtrA"
1258,prfA,protein_coding,"ECK1199,sueB,uar,ups?"
1259,prmC,protein_coding,"ECK1200,hemK"
1260,ychQ,protein_coding,"ECK1201,sirB2"
1261,ychA,protein_coding,"ECK1202,sirB1"
1262,kdsA,protein_coding,ECK1203
1263,ldrA,protein_coding,ECK1204
1264,rdlA,ncRNA,ECK1205
1265,ldrB,protein_coding,ECK1206
1266,rdlB,ncRNA,ECK1207
1267,ldrC,protein_coding,ECK1208
1268,rdlC,ncRNA,ECK1209
1269,chaA,protein_coding,ECK1210
1270,chaB,protein_coding,ECK1211
1271,chaC,protein_coding,ECK1212
1272,ychN,protein_coding,ECK1213
1273,ychO,protein_coding,"ECK1214,ychP"
1274,narL,protein_coding,"ECK1215,frdR,narR"
1275,narX,protein_coding,"ECK1216,frd1,frdR,narR"
1276,narK,protein_coding,ECK1217
1277,narG,protein_coding,"chlC,ECK1218,narC"
1278,narH,protein_coding,"chlC,ECK1219"
1279,narJ,protein_coding,ECK1220
1280,narI,protein_coding,"chlI,ECK1221"
1281,ychS,protein_coding,ECK1222
1282,rttR,ncRNA,"ECK1223,rtT"
1283,tpr,protein_coding,ECK1224
1284,tyrV,tRNA,"ECK1225,tyrTbeta"
1285,tyrT,tRNA,"ECK1226,su(c),Su-3,Su-4,suIII,supC,supFsupO,tyrTalpha"
1286,purU,protein_coding,"ECK1227,tgs,ychI"
1287,ychJ,protein_coding,ECK1228
1288,rssA,protein_coding,"ECK1229,ychK"
1289,rssB,protein_coding,"ECK1230,hnr,sprE,ychL"
1290,galU,protein_coding,"ECK1231,ychD"
1291,hns,protein_coding,"B1,bglY,cur,drc,drdX,drs,ECK1232,fimG,H1,hnsA,irk,msyA,osmZ,pilG,topS,topX,virR"
1292,tdk,protein_coding,ECK1233
1293,insZ,pseudogene,"b1239,b1240,ECK1234,ychG"
1294,adhE,protein_coding,"adhC,ana,ECK1235"
1295,ychT,protein_coding,ECK4627
1296,ychE,protein_coding,ECK1236
1297,insH21,protein_coding,ECK4568
1298,oppA,protein_coding,ECK1237
1299,oppB,protein_coding,ECK1238
1300,oppC,protein_coding,ECK1239
1301,oppD,protein_coding,ECK1240
1302,oppF,protein_coding,ECK1241
1303,yciU,protein_coding,ECK1242
1304,clsA,protein_coding,"cls,ECK1243,nov,yciJ"
1305,yciY,protein_coding,ECK4405
1306,kch,protein_coding,ECK1244
1307,yciI,protein_coding,ECK1245
1308,tonB,protein_coding,"ECK1246,exbA,T1rec"
1309,yciA,protein_coding,ECK1247
1310,yciB,protein_coding,ECK1248
1311,yciC,protein_coding,ECK1249
1312,ompW,protein_coding,"ECK1250,yciD"
1313,yciE,protein_coding,ECK1251
1314,yciF,protein_coding,ECK1252
1315,yciG,protein_coding,ECK1253
1316,trpA,protein_coding,"ECK1254,try,tryp"
1317,trpB,protein_coding,ECK1255
1318,trpC,protein_coding,"ECK1256,trpCF,trpF"
1319,trpD,protein_coding,"ECK1257,trpGD"
1320,trpE,protein_coding,"anth,ECK1258,tryD,tryp-4"
1321,trpL,protein_coding,"ECK1259,trpEE"
1322,yciV,protein_coding,"ECK1260,trpH"
1323,yciO,protein_coding,ECK1261
1324,yciQ,protein_coding,"ECK1262,yciP"
1325,rluB,protein_coding,"ECK1263,yciL"
1326,btuR,protein_coding,"cobA,ECK1264"
1327,yciK,protein_coding,ECK1265
1328,sohB,protein_coding,ECK1266
1329,yciN,protein_coding,ECK1267
1330,topA,protein_coding,"ECK1268,supX"
1331,cysB,protein_coding,ECK1269
1332,ymiA,protein_coding,"ECK4433,yciX_1"
1333,yciX,protein_coding,"ECK1270,yciX_2"
1334,ymiC,protein_coding,ECK4598
1335,acnA,protein_coding,"acn,ECK1271"
1336,ribA,protein_coding,ECK1272
1337,pgpB,protein_coding,ECK1273
1338,lapA,protein_coding,"ECK1274,yciS"
1339,lapB,protein_coding,"ECK1275,yciM"
1340,pyrF,protein_coding,ECK1276
1341,yciH,protein_coding,ECK1277
1342,osmB,protein_coding,ECK1278
1343,yciT,protein_coding,"deoT,ECK1279"
1344,yciZ,protein_coding,"deoL,ECK4406"
1345,ymiD,protein_coding,ECK4629
1346,pdeR,protein_coding,"ECK1280,gmr,yciR"
1347,ymiB,protein_coding,ECK4487
1348,rnb,protein_coding,ECK1281
1349,yciW,protein_coding,ECK1282
1350,fabI,protein_coding,"ECK1283,envM,gts,qmeA"
1351,ycjD,protein_coding,ECK1284
1352,sapF,protein_coding,ECK1285
1353,sapD,protein_coding,"ECK1286,trkE"
1354,sapC,protein_coding,ECK1287
1355,sapB,protein_coding,ECK1288
1356,sapA,protein_coding,ECK1289
1357,ymjA,protein_coding,ECK1290
1358,puuP,protein_coding,"ECK1291,ycjJ"
1359,ymjE,protein_coding,ECK4599
1360,puuA,protein_coding,"ECK1292,ycjK"
1361,puuD,protein_coding,"ECK1293,ycjL"
1362,puuR,protein_coding,"ECK1294,ycjC"
1363,puuC,protein_coding,"aldH,ECK1295"
1364,puuB,protein_coding,"ECK1296,ordL,ycjA"
1365,puuE,protein_coding,"ECK1297,goaG"
1366,pspF,protein_coding,"ECK1298,ycjB"
1367,pspA,protein_coding,"cog,ECK1299"
1368,pspB,protein_coding,ECK1300
1369,pspC,protein_coding,ECK1301
1370,pspD,protein_coding,ECK1302
1371,pspE,protein_coding,ECK1303
1372,ycjM,protein_coding,"ECK1304,ggaP"
1373,ycjN,protein_coding,ECK1305
1374,ycjO,protein_coding,ECK1306
1375,ycjP,protein_coding,ECK1307
1376,ycjQ,protein_coding,ECK1308
1377,ycjR,protein_coding,"dte,ECK1309"
1378,ycjS,protein_coding,ECK1310
1379,ycjT,protein_coding,ECK1311
1380,ycjU,protein_coding,"ECK1312,pgmB"
1381,ycjV,pseudogene,ECK1313
1382,ymjB,pseudogene,ECK1314
1383,ompG,protein_coding,ECK1315
1384,ycjW,protein_coding,ECK1316
1385,ycjX,protein_coding,ECK1317
1386,ycjF,protein_coding,ECK1318
1387,tyrR,protein_coding,ECK1319
1388,tpx,protein_coding,"ECK1320,yzzJ"
1389,ycjG,protein_coding,"ECK1321,ycjH"
