,gene,biotype,synonym
2696,pdxJ,protein_coding,ECK2562
2697,recO,protein_coding,ECK2563
2698,era,protein_coding,"ECK2564,rbaA,sdgE"
2699,rnc,protein_coding,"ECK2565,ranA"
2700,lepB,protein_coding,"ECK2566,lep"
2701,lepA,protein_coding,ECK2567
2702,rseC,protein_coding,ECK2568
2703,rseB,protein_coding,ECK2569
2704,rseA,protein_coding,"ECK2570,mclA,yfiJ"
2705,rpoE,protein_coding,"ECK2571,sigE"
2706,rseD,protein_coding,ECK4582
2707,nadB,protein_coding,"ECK2572,nic,nicB"
2708,yfiC,protein_coding,"ECK2573,trmM"
2709,srmB,protein_coding,"ECK2574,rbaB,rhlA"
2710,yfiE,protein_coding,ECK2575
2711,eamB,protein_coding,"ECK2576,yfiK"
2712,grcA,protein_coding,"ECK2577,yfiD"
2713,ung,protein_coding,ECK2578
2714,yfiF,protein_coding,ECK2579
2715,trxC,protein_coding,"ECK2580,yfiG"
2716,tapT,protein_coding,"ECK2581,tuaA,yfiP"
2717,patZ,protein_coding,"ECK2582,pka,yfiQ"
2718,pssL,protein_coding,ECK4639
2719,pssA,protein_coding,"ECK2583,pss"
2720,yfiM,protein_coding,ECK2584
2721,kgtP,protein_coding,"ECK2585,witA"
2722,yfiS,protein_coding,ECK4639
2723,rrfG,rRNA,ECK2586
2724,rrlG,rRNA,ECK2587
2725,gltW,tRNA,ECK2588
2726,rrsG,rRNA,ECK2589
2727,clpB,protein_coding,"ECK2590,htpM"
2728,ryfD,ncRNA,ECK4418
2729,pgeF,protein_coding,"ECK2591,yfiH"
2730,rluD,protein_coding,"ECK2592,sfhB,yfiI,yfil"
2731,bamD,protein_coding,"ecfD,ECK2593,yfiO"
2732,raiA,protein_coding,"ECK2594,pY,urf1,yfiA"
2733,pheL,protein_coding,"ECK2595,pheAE"
2734,pheA,protein_coding,ECK2596
2735,tyrA,protein_coding,ECK2597
2736,aroF,protein_coding,ECK2598
2737,yfiL,protein_coding,ECK2599
2738,yfiR,protein_coding,ECK2600
2739,dgcN,protein_coding,"ECK2601,yfiN"
2740,yfiB,protein_coding,ECK2602
2741,rplS,protein_coding,ECK2603
2742,trmD,protein_coding,ECK2604
2743,rimM,protein_coding,"ECK2605,yfjA"
2744,rpsP,protein_coding,ECK2606
2745,ffh,protein_coding,ECK2607
2746,ypjD,protein_coding,ECK2608
2747,yfjD,protein_coding,"b2612,b2613,ECK2609,ypjE"
2748,grpE,protein_coding,ECK2610
2749,nadK,protein_coding,"ECK2611,yfjB,yfjE"
2750,recN,protein_coding,"ECK2612,radB"
2751,bamE,protein_coding,"ECK2613,smpA,smqA"
2752,yfjF,protein_coding,"ECK2614,ratB"
2753,ratA,protein_coding,"ECK2615,yfjG"
2754,smpB,protein_coding,"ECK2616,smqB"
2755,ssrA,ncRNA,"ECK2617,sipB"
2756,intA,protein_coding,"ECK2618,intX,slpA"
2757,yfjH,protein_coding,ECK2619
2758,alpA,protein_coding,ECK2620
2759,yfjI,protein_coding,ECK2621
2760,yfjJ,protein_coding,ECK2622
2761,abpB,protein_coding,"ECK2623,yfjK"
2762,abpA,protein_coding,"ECK2624,yfjL"
2763,yfjM,protein_coding,ECK2625
2764,rnlA,protein_coding,"ECK2626,std,yfjN"
2765,rnlB,protein_coding,"ECK2627,yfjO"
2766,yfjP,protein_coding,ECK2628
2767,yfjQ,protein_coding,ECK2629
2768,yfjR,protein_coding,ECK2630
2769,ypjK,protein_coding,ECK2631
2770,yfjS,protein_coding,ECK2632
2771,yfjT,protein_coding,ECK2633
2772,yfjU,protein_coding,ECK2634
2773,yfjV,pseudogene,"b2639,b2640,ECK2635,ECK2636,ECK2637,ypjL,ypjM"
2774,yfjW,protein_coding,ECK2638
2775,ypjI,pseudogene,ECK4438
2776,yfjX,protein_coding,ECK2639
2777,yfjY,protein_coding,ECK2640
2778,ypjJ,protein_coding,ECK2641
2779,yfjZ,protein_coding,ECK2642
2780,ypjF,protein_coding,ECK2643
2781,psaA,pseudogene,ECK4465
2782,ypjA,protein_coding,ECK2644
2783,pinH,pseudogene,"ECK2645,ypjG"
2784,ypjB,protein_coding,ECK2646
2785,ypjC,protein_coding,ECK2647
2786,ileY,tRNA,ECK2648
2787,ygaQ,pseudogene,"b2654,b2655,b2656,b2657,b2658,ECK2649,G7391,G7392,G7393,ygaR,yqaC,yqaD"
2788,glaH,protein_coding,"csi-12,csiD,ECK2653,ygaT"
2789,lhgD,protein_coding,"ECK2654,lhgO,ygaF"
2790,gabD,protein_coding,ECK2655
2791,gabT,protein_coding,ECK2656
2792,gabP,protein_coding,ECK2657
2793,glaR,protein_coding,"csiR,ECK2658,gabC,ygaE"
2794,kbp,protein_coding,"ECK2659,ygaU,yzzM"
2795,yqaE,protein_coding,ECK2660
2796,ygaV,protein_coding,ECK2661
2797,ygaP,protein_coding,ECK2662
2798,stpA,protein_coding,"ECK2663,hnsB"
2799,alaE,protein_coding,"ECK2664,ygaW"
2800,ygaC,protein_coding,ECK2665
2801,ygaM,protein_coding,ECK2666
2802,nrdH,protein_coding,"ECK2667,ygaN"
2803,nrdI,protein_coding,"ECK2668,ygaO"
2804,nrdE,protein_coding,ECK2669
2805,nrdF,protein_coding,"ECK2670,ygaD"
2806,proV,protein_coding,"ECK2671,osrA,proU"
2807,proW,protein_coding,"ECK2672,osrA,proU"
2808,proX,protein_coding,"ECK2673,osrA,proU"
2809,ygaY,pseudogene,"b2680,ECK2674,ECK2675,ygaX"
2810,ygaZ,protein_coding,ECK2676
2811,ygaH,protein_coding,ECK2677
2812,mprA,protein_coding,"ECK2678,emrR"
2813,emrA,protein_coding,ECK2679
2814,emrB,protein_coding,ECK2680
2815,luxS,protein_coding,"ECK2681,ygaG"
2816,micA,ncRNA,"ECK2682,psrA10,sraD"
2817,gshA,protein_coding,"ECK2683,gsh-I"
2818,yqaA,protein_coding,ECK2684
2819,yqaB,protein_coding,ECK2685
2820,argQ,tRNA,"argVdelta,ECK2686"
2821,argZ,tRNA,"argVgamma,ECK2687"
2822,argY,tRNA,"argVbeta,ECK2688"
2823,argV,tRNA,"argValpha,ECK2689"
2824,serV,tRNA,"ECK2690,supD"
2825,csrA,protein_coding,"ECK2691,zfiA"
2826,alaS,protein_coding,"act,ala-act,ECK2692,lovB"
2827,recX,protein_coding,"ECK2693,oraA"
2828,recA,protein_coding,"ECK2694,lexB,recH,rnmB,srf,tif,umuB,zab"
2829,pncC,protein_coding,"ECK2695,ygaD"
2830,mltB,protein_coding,"ECK2696,slt"
2831,srlA,protein_coding,"ECK2697,gutA,sbl,srlA-1"
2832,srlE,protein_coding,"ECK2698,gutA,gutE,sbl,srlA,srlA-2"
2833,srlB,protein_coding,"ECK2699,gutB"
2834,srlD,protein_coding,"ECK2700,gutD"
2835,gutM,protein_coding,"ECK2701,gut,srlM"
2836,srlR,protein_coding,"ECK2702,gutR"
2837,gutQ,protein_coding,"ECK2703,srlQ"
2838,norR,protein_coding,"ECK2704,ygaA"
2839,norV,protein_coding,"ECK2705,ygaI,ygaJ,ygaK"
2840,norW,protein_coding,"ECK2706,ygaL,ygbD"
2841,hypF,protein_coding,"ECK2707,hydA"
2842,hydN,protein_coding,ECK2708
2843,ascG,protein_coding,"ECK2709,sac"
2844,ascF,protein_coding,"ECK2710,sac"
2845,ascB,protein_coding,"ECK2711,sac"
2846,hycI,protein_coding,ECK2712
2847,hycH,protein_coding,"ECK2713,hevH"
2848,hycG,protein_coding,"ECK2714,hevG"
2849,hycF,protein_coding,"ECK2715,hevF"
2850,hycE,protein_coding,"ECK2716,hevE"
2851,hycD,protein_coding,"ECK2717,hevD"
2852,hycC,protein_coding,"ECK2718,hevC"
2853,hycB,protein_coding,"ECK2719,hevB"
2854,hycA,protein_coding,"ECK2720,hevA"
2855,hypA,protein_coding,ECK2721
2856,hypB,protein_coding,"ECK2722,hydB"
2857,hypC,protein_coding,ECK2723
2858,hypD,protein_coding,"ECK2724,hydF"
2859,hypE,protein_coding,"ECK2725,hydB"
2860,fhlA,protein_coding,"ECK2726,fhl"
2861,ygbA,protein_coding,ECK2727
2862,mutS,protein_coding,"ant,ECK2728,fdv,plm"
2863,pphB,protein_coding,"ECK2729,prpB,ygbH"
2864,ygbI,protein_coding,ECK2730
2865,ygbJ,protein_coding,ECK2731
2866,ygbK,protein_coding,ECK2732
2867,ygbL,protein_coding,ECK2733
2868,ygbM,protein_coding,ECK2734
2869,ygbN,protein_coding,ECK2735
2870,rpoS,protein_coding,"abrD,appR,csi2,dpeB,ECK2736,katF,nur,otsX,sigS"
2871,nlpD,protein_coding,ECK2737
2872,pcm,protein_coding,ECK2738
2873,umpG,protein_coding,"ECK2739,surE,ygbC"
2874,truD,protein_coding,"ECK2740,ygbO"
2875,ispF,protein_coding,"ECK2741,ygbB"
2876,ispD,protein_coding,"ECK2742,ygbP"
2877,ftsB,protein_coding,"ECK2743,ygbQ"
2878,ygbE,protein_coding,ECK2744
2879,cysC,protein_coding,ECK2745
2880,cysN,protein_coding,ECK2746
2881,cysD,protein_coding,ECK2747
2882,iap,protein_coding,ECK2748
2883,cas2,protein_coding,"ECK2749,ygbF"
2884,cas1,protein_coding,"ECK2750,ygbT"
2885,casE,protein_coding,"cas6e,cse3,ECK2751,ygcH"
2886,casD,protein_coding,"cas5e,ECK2752,ygcI"
2887,casC,protein_coding,"cas7,cse4,ECK2753,ygcJ"
2888,casB,protein_coding,"cse2,ECK2754,ygcK"
2889,casA,protein_coding,"cse1,ECK2755,ygcL"
2890,cas3,protein_coding,"ECK2756,ygcB"
2891,sokX,ncRNA,ECK4514
2892,cysH,protein_coding,ECK2757
2893,cysI,protein_coding,ECK2758
2894,cysJ,protein_coding,ECK2759
2895,queD,protein_coding,"ECK2760,sscR,ygcM"
2896,ygcN,protein_coding,ECK2761
2897,ygcO,protein_coding,ECK2762
2898,ygcP,protein_coding,ECK2763
2899,ygcQ,protein_coding,ECK2764
2900,ygcR,protein_coding,ECK2765
2901,ygcS,protein_coding,ECK2766
2902,ygcU,protein_coding,"b2772,b2773,ECK2767,ygcT,ygcV"
2903,ygcW,protein_coding,ECK2768
2904,yqcE,protein_coding,"ECK2769,yqcF"
2905,ygcE,protein_coding,ECK2770
2906,queE,protein_coding,"ECK2771,ygcF"
2907,yqcG,protein_coding,ECK4497
2908,ygcG,protein_coding,ECK2772
2909,eno,protein_coding,ECK2773
2910,pyrG,protein_coding,ECK2774
2911,mazG,protein_coding,ECK2775
2912,mazF,protein_coding,"chpA,chpAK,ECK2776"
2913,mazE,protein_coding,"chpAI,chpR,ECK2777"
2914,relA,protein_coding,"ECK2778,RC"
2915,rlmD,protein_coding,"ECK2779,rumA,ygcA"
2916,barA,protein_coding,"airS,ECK2780"
2917,gudD,protein_coding,"ECK2781,ygcX"
2918,gudX,protein_coding,"ECK2782,ygcY"
2919,gudP,protein_coding,"ECK2783,gudT,ygcZ"
2920,yqcA,protein_coding,ECK2784
2921,truC,protein_coding,"ECK2785,yqcB"
2922,yqcC,protein_coding,ECK2786
2923,csrB,ncRNA,ECK2787
2924,syd,protein_coding,"ECK2788,ydr"
2925,queF,protein_coding,"ECK2789,yqcD"
2926,ppnN,protein_coding,"ECK2790,ygdH"
2927,sdaC,protein_coding,"dcrA,ECK2791"
2928,sdaB,protein_coding,ECK2792
2929,ygdG,protein_coding,"ECK2793,exo,xni"
2930,fucO,protein_coding,ECK2794
2931,fucA,protein_coding,"ECK2795,fucC,prd"
2932,fucP,protein_coding,ECK2796
2933,fucI,protein_coding,ECK2797
2934,fucK,protein_coding,ECK2798
2935,fucU,protein_coding,ECK2799
2936,fucR,protein_coding,ECK2800
2937,rlmM,protein_coding,"ECK2801,ygdE"
2938,ygdD,protein_coding,ECK2802
2939,gcvA,protein_coding,ECK2803
2940,gcvB,ncRNA,"ECK2804,IS145,psrA11"
2941,ygdI,protein_coding,ECK2805
2942,csdA,protein_coding,"ECK2806,ygdJ"
2943,csdE,protein_coding,"ECK2807,ygdK"
2944,tcdA,protein_coding,"csdL,ECK2808,ygdL"
2945,mltA,protein_coding,"ECK2809,mlt,ygdM"
2946,metZ,tRNA,"ECK2810,metZalpha"
2947,metW,tRNA,ECK2811
2948,metV,tRNA,"ECK2812,metX,metZ-beta,metZb,metZbeta"
2949,amiC,protein_coding,"ECK2813,ygdN"
2950,argA,protein_coding,"Arg1,Arg2,ECK2814"
2951,recD,protein_coding,"ECK2815,hopE"
2952,recB,protein_coding,"ECK2816,ior,rorA"
2953,ptrA,protein_coding,"ECK2817,ptr"
2954,recC,protein_coding,ECK2818
2955,ppdC,protein_coding,"ECK2819,ygdA"
2956,ygdB,protein_coding,ECK2820
2957,ppdB,protein_coding,"ECK2821,ygdC"
2958,ppdA,protein_coding,ECK2822
2959,thyA,protein_coding,ECK2823
2960,lgt,protein_coding,"ECK2824,umpA"
2961,ptsP,protein_coding,"ECK2825,ygdF,ygdO"
2962,rppH,protein_coding,"ECK2826,nudH,ygdP"
2963,ygdT,protein_coding,ECK4419
2964,mutH,protein_coding,"ECK2827,mutR,prv"
2965,ygdQ,protein_coding,ECK2828
2966,ygdR,protein_coding,ECK2829
2967,tas,protein_coding,"ECK2830,ygdS"
2968,lplT,protein_coding,"ECK2831,ygeD"
2969,aas,protein_coding,ECK2832
2970,omrA,ncRNA,"ECK2833,PAIR2a,psrA12,rygA,sraE,t59"
2971,omrB,ncRNA,"ECK2834,PAIR2b,rygB,t59"
2972,galR,protein_coding,"ECK2835,Rgal"
2973,lysA,protein_coding,ECK2836
2974,lysR,protein_coding,ECK2837
2975,ygeA,protein_coding,ECK2838
2976,araE,protein_coding,ECK2839
2977,kduD,protein_coding,"ECK2840,ygeC,yqeD"
2978,kduI,protein_coding,"ECK2841,yqeE"
2979,yqeF,protein_coding,ECK2842
2980,yqeG,protein_coding,ECK2843
2981,yqeH,protein_coding,ECK2844
2982,yqeI,protein_coding,ECK2845
2983,yqeJ,protein_coding,ECK2846
2984,yqeL,protein_coding,ECK4498
2985,yqeK,protein_coding,ECK2847
2986,ygeF,pseudogene,ECK2848
2987,ygeG,protein_coding,ECK2849
2988,ygeH,protein_coding,ECK2850
2989,ygeI,protein_coding,ECK2851
2990,pbl,pseudogene,"ECK2852,ygeJ"
2991,ygeK,pseudogene,ECK2853
2992,ygeL,pseudogene,ECK2854
2993,ygeN,pseudogene,"b2857,ECK2855,ECK2856,ygeM"
2994,ygeO,pseudogene,ECK2857
2995,insD4,protein_coding,"ECK0358,yi22-4"
2996,insC4,protein_coding,"ECK0357,yi21-4"
2997,ygeP,pseudogene,ECK2858
2998,ygeQ,protein_coding,ECK2859
2999,glyU,tRNA,"ECK2860,suA36,sufD,sumA,sumB,supT"
3000,ygeR,protein_coding,ECK2861
3001,xdhA,protein_coding,"ECK2862,ygeS"
3002,xdhB,protein_coding,"ECK2863,ygeT"
3003,xdhC,protein_coding,"ECK2864,ygeU"
3004,ygeV,protein_coding,ECK2865
3005,ygeW,protein_coding,ECK2866
3006,ygeX,protein_coding,ECK2867
3007,ygeY,protein_coding,ECK2868
3008,hyuA,protein_coding,"ECK2869,ygeZ"
3009,yqeA,protein_coding,ECK2870
3010,yqeB,protein_coding,ECK2871
3011,yqeC,protein_coding,ECK2872
3012,mocA,protein_coding,"ECK2873,ygfJ"
3013,ygfK,protein_coding,ECK2874
3014,ssnA,protein_coding,"ECK2875,ygfL"
3015,ygfM,protein_coding,ECK2876
3016,xdhD,protein_coding,"ECK2877,ygfN"
3017,xanQ,protein_coding,"ECK2878,ygfO"
3018,guaD,protein_coding,"ECK2879,ygfP"
3019,ghxQ,protein_coding,"b2884,b2885,ECK2880,ygfQ,ygfR"
3020,ygfS,protein_coding,ECK2881
3021,ygfT,protein_coding,ECK2882
3022,uacT,protein_coding,"ECK2883,ygfU"
3023,yqfG,protein_coding,ECK4499
3024,yqfH,protein_coding,ECK4610
3025,idi,protein_coding,"ECK2884,ygfV"
3026,lysS,protein_coding,"asuD,ECK2885,herC"
3027,prfB,protein_coding,"ECK2886,supK"
3028,recJ,protein_coding,ECK2887
3029,dsbC,protein_coding,"ECK2888,xprA"
3030,xerD,protein_coding,"ECK2889,xprB"
3031,fldB,protein_coding,ECK2890
3032,ygfX,protein_coding,"cptA,ECK2891"
3033,sdhE,protein_coding,"cptB,ECK2892,ygfY"
3034,ygfZ,protein_coding,"ECK2893,yzzW"
3035,yqfA,protein_coding,ECK2894
3036,yqfB,protein_coding,ECK2895
3037,bglA,protein_coding,"bglD,ECK2896,yqfC"
3038,ygfF,protein_coding,"ECK2897,yqfD"
3039,gcvP,protein_coding,ECK2898
3040,gcvH,protein_coding,"ECK2899,gcv"
3041,gcvT,protein_coding,ECK2900
3042,yqfI,protein_coding,ECK4611
3043,ubiI,protein_coding,"ECK2901,visC"
3044,ubiH,protein_coding,"acd,ECK2902,visB"
3045,pepP,protein_coding,ECK2903
3046,ygfB,protein_coding,ECK2904
3047,zapA,protein_coding,"ECK2905,ygfE"
3048,ssrS,ncRNA,"ECK2906,ssr"
3049,fau,protein_coding,"ECK2907,ygfA"
3050,sibC,ncRNA,"ECK2908,QUAD1c,rygC,t27"
3051,ibsC,protein_coding,ECK4480
3052,serA,protein_coding,ECK2909
3053,rpiA,protein_coding,"ECK2910,ygfC"
3054,yqfE,pseudogene,ECK2911
3055,argP,protein_coding,"ECK2912,iciA"
3056,scpA,protein_coding,"ECK2913,sbm,yliK"
3057,argK,protein_coding,"ECK2914,ygfD"
3058,scpB,protein_coding,"ECK2915,ygfG"
3059,scpC,protein_coding,"ECK2916,ygfH"
3060,ygfI,protein_coding,ECK2917
3061,yggE,protein_coding,ECK2918
3062,argO,protein_coding,"ECK2919,yggA"
3063,mscS,protein_coding,"ECK2920,yggB"
3064,fbaA,protein_coding,"ald,ECK2921,fba,fda"
3065,pgk,protein_coding,ECK2922
3066,epd,protein_coding,"ECK2923,gap2,gapB"
3067,yggC,protein_coding,ECK2924
3068,fumE,protein_coding,"ECK2925,yggD"
3069,yggF,protein_coding,"ECK2926,yggK"
3070,yggP,protein_coding,"b2931,b2932,ECK2927"
3071,cmtA,protein_coding,ECK2928
3072,cmtB,protein_coding,"ECK2929,tolM"
3073,tktA,protein_coding,"ECK2930,tkt"
3074,loiP,protein_coding,"ECK2931,yggG"
3075,speB,protein_coding,ECK2932
3076,speA,protein_coding,ECK2933
3077,yqgB,protein_coding,ECK2934
3078,yqgG,protein_coding,ECK4641
3079,yqgC,protein_coding,ECK2935
3080,yqgD,protein_coding,ECK2936
3081,metK,protein_coding,"ECK2937,metX"
3082,galP,protein_coding,"ECK2938,Pgal"
3083,yggI,protein_coding,"ECK2939,sprT"
3084,endA,protein_coding,ECK2940
3085,rsmE,protein_coding,"ECK2941,yggJ"
3086,gshB,protein_coding,"ECK2942,gsh-II"
3087,yqgE,protein_coding,ECK2943
3088,yqgF,protein_coding,ECK2944
3089,yggR,protein_coding,ECK2945
3090,yggS,protein_coding,ECK2946
3091,yggT,protein_coding,ECK2947
3092,yggU,protein_coding,ECK2948
3093,rdgB,protein_coding,"ECK2949,yggV"
3094,hemW,protein_coding,"ECK2950,yggW"
3095,yggM,protein_coding,ECK2951
3096,ansB,protein_coding,ECK2952
3097,yggN,protein_coding,"ecfF,ECK2953"
3098,yggL,protein_coding,ECK2954
3099,trmB,protein_coding,"ECK2955,trmI,yggH"
3100,mutY,protein_coding,"ECK2956,micA"
3101,yggX,protein_coding,ECK2957
3102,mltC,protein_coding,"ECK2958,yggZ"
3103,nupG,protein_coding,ECK2959
3104,speC,protein_coding,ECK2960
3105,yqgH,protein_coding,ECK4642
3106,yqgA,protein_coding,ECK2961
3107,pheV,tRNA,"ECK2962,pheC"
3108,yghD,protein_coding,"ecfC,ECK2963"
3109,yghE,protein_coding,"ecfB,ECK2964"
3110,yqhJ,protein_coding,ECK4643
3111,yghF,protein_coding,"ecfA,ECK2965"
3112,yghG,protein_coding,ECK2966
3113,pppA,protein_coding,"ECK2967,yghH"
3114,yghJ,protein_coding,"b2973,b2974,ECK2968,sslE"
3115,glcA,protein_coding,"ECK2969,yghK"
3116,glcB,protein_coding,"ECK2970,glc"
3117,glcG,protein_coding,"ECK2971,yghC"
3118,glcF,protein_coding,"b2978,ECK2972,gox,yghL"
3119,glcE,protein_coding,"b2978,ECK2973,gox,yghL"
3120,glcD,protein_coding,"ECK2974,gox,yghM"
3121,glcC,protein_coding,"ECK2975,yghN"
3122,yghO,protein_coding,ECK2976
3123,insH9,protein_coding,"ECK0261,trs5-9,yi52_9"
3124,yghQ,protein_coding,ECK2977
3125,yghR,protein_coding,ECK2978
3126,yghS,protein_coding,ECK2979
3127,yghT,protein_coding,ECK2980
3128,pitB,protein_coding,ECK2981
3129,gss,protein_coding,"ECK2982,gsp"
3130,yghU,protein_coding,ECK2983
3131,hybG,protein_coding,ECK2984
3132,hybF,protein_coding,ECK2985
3133,hybE,protein_coding,ECK2986
3134,hybD,protein_coding,ECK2987
3135,hybC,protein_coding,ECK2988
3136,hybB,protein_coding,ECK2989
3137,hybA,protein_coding,"ECK2990,hydL"
3138,hybO,protein_coding,"ECK2991,yghV"
3139,yghW,protein_coding,ECK2992
3140,yghX,pseudogene,"b2999,b3000,ECK2993,ECK2994,orf_f136,yghY"
3141,yqhI,protein_coding,ECK4612
3142,gpr,protein_coding,"ECK2995,mgrA,yghZ"
3143,yqhA,protein_coding,ECK2996
3144,yghA,protein_coding,ECK2997
3145,exbD,protein_coding,ECK2998
3146,exbB,protein_coding,ECK2999
3147,metC,protein_coding,ECK3000
3148,yghB,protein_coding,ECK3001
3149,yqhC,protein_coding,ECK3002
3150,yqhD,protein_coding,ECK3003
3151,dkgA,protein_coding,"ECK3004,yqhE"
3152,yqhG,protein_coding,"ECK3005,yqhF"
3153,yqhH,protein_coding,ECK3006
3154,ygiQ,protein_coding,"b3015,b3016,ECK3007,ygiR"
3155,ftsP,protein_coding,"ECK3008,sufI,sui"
3156,plsC,protein_coding,"ECK3009,parF"
3157,parC,protein_coding,ECK3010
3158,ygiS,protein_coding,ECK3011
3159,mqsA,protein_coding,"ECK3012,ygiT"
3160,mqsR,protein_coding,"ECK3013,ygiU"
3161,ygiV,protein_coding,ECK3014
3162,ygiW,protein_coding,"ECK3015,visP"
3163,qseB,protein_coding,"ECK3016,ygiX"
3164,qseC,protein_coding,"ECK3017,ygiY"
3165,ygiZ,protein_coding,ECK3018
3166,mdaB,protein_coding,"ECK3019,mda66"
3167,ygiN,protein_coding,ECK3020
3168,parE,protein_coding,"ECK3021,nfxD"
3169,yqiA,protein_coding,"ECK3022,yzzI"
3170,cpdA,protein_coding,"ECK3023,icc"
3171,yqiB,protein_coding,"ECK3024,yzzH"
3172,nudF,protein_coding,"aspP,ECK3025,trgB,yqiE"
3173,tolC,protein_coding,"colE1-i,ECK3026,mtcB,mukA,refI,toc,weeA"
3174,ygiB,protein_coding,ECK3028
3175,ygiC,protein_coding,ECK3029
3176,ygiD,protein_coding,ECK3030
3177,zupT,protein_coding,"ECK3031,ygiE"
3178,yqiD,protein_coding,ECK4613
3179,ribB,protein_coding,"ECK3032,htrP,luxH,luxH-l"
3180,ubiK,protein_coding,"ECK3033,yqiC"
3181,ygiL,protein_coding,ECK3034
3182,yqiG,pseudogene,ECK3035
3183,insC5,protein_coding,"ECK0357,yi21-5"
3184,insD5,protein_coding,"ECK0358,yi22-5"
3185,yqiH,protein_coding,ECK3036
3186,yqiI,protein_coding,ECK3037
3187,glgS,protein_coding,"ECK3038,scoR"
3188,yqiJ,protein_coding,ECK3039
3189,yqiK,protein_coding,ECK3040
3190,sibD,ncRNA,"C0730,ECK3041,IS156,QUAD1d,rygD,tp8"
3191,ibsD,protein_coding,ECK4479
3192,sibE,ncRNA,"ECK4420,QUAD1e,rygE"
3193,ibsE,protein_coding,ECK4481
3194,hldE,protein_coding,"ECK3042,gmhC,rfaE,waaE,yqiF"
3195,glnE,protein_coding,ECK3043
3196,ygiF,protein_coding,ECK3044
3197,ygiM,protein_coding,"ecfG,ECK3045,htrG"
3198,cca,protein_coding,ECK3046
3199,bacA,protein_coding,"ECK3047,uppP"
3200,folB,protein_coding,"ECK3048,ygiG"
3201,plsY,protein_coding,"ECK3049,ygiH"
3202,ttdR,protein_coding,"dan,ECK3050,ygiP"
3203,ttdA,protein_coding,"ECK3051,ygjA"
3204,ttdB,protein_coding,"ECK3052,ygjB"
3205,ttdT,protein_coding,"ECK3053,ygjC,ygjE"
3206,tsaD,protein_coding,"ECK3054,gcp,ygjD"
3207,rpsU,protein_coding,ECK3055
3208,dnaG,protein_coding,"dnaP,ECK3056,parB,sdgA"
3209,rpoD,protein_coding,"alt,ECK3057"
3210,mug,protein_coding,"ECK3058,ygjF"
3211,ileX,tRNA,ECK3059
3212,nfeF,protein_coding,"ECK3060,yqjH"
3213,nfeR,protein_coding,"ECK3061,yqjI"
3214,aer,protein_coding,"air,ECK3062,yqjJ"
3215,patA,protein_coding,"ECK3063,oat,pat,ygjG"
3216,ygjH,protein_coding,ECK3064
3217,ebgR,protein_coding,ECK3065
3218,ebgA,protein_coding,ECK3066
3219,ebgC,protein_coding,ECK3067
3220,ygjI,protein_coding,ECK3068
3221,ygjJ,protein_coding,ECK3069
3222,ygjK,protein_coding,ECK3070
3223,fadH,protein_coding,"ECK3071,ygjL"
3224,higA,protein_coding,"ECK3072,ygjM"
3225,higB,protein_coding,"ECK3073,ygjN"
3226,rlmG,protein_coding,"ECK3074,ygjO"
3227,ygjP,protein_coding,ECK3075
3228,ygjQ,protein_coding,ECK3076
3229,ygjR,protein_coding,ECK3077
3230,alx,protein_coding,"ECK3079,ygjT"
3231,sstT,protein_coding,"ECK3080,ygjU"
3232,ygjV,protein_coding,ECK3081
3233,uxaA,protein_coding,"ECK3082,ygjW"
3234,uxaC,protein_coding,"ECK3083,ygjX,ygjY,ygjZ"
3235,exuT,protein_coding,ECK3084
3236,exuR,protein_coding,ECK3085
3237,yqiM,protein_coding,ECK4644
3238,yqjA,protein_coding,"ecfL,ECK3086"
3239,mzrA,protein_coding,"ecfM,ECK3087,yqjB"
3240,yqjC,protein_coding,ECK3088
3241,yqjD,protein_coding,ECK3089
3242,yqjE,protein_coding,ECK3090
3243,yqjK,protein_coding,ECK3091
3244,yqjF,protein_coding,ECK3092
3245,yqjG,protein_coding,ECK3093
3246,yhaH,protein_coding,ECK3094
3247,yhaI,protein_coding,ECK3095
3248,yhaJ,protein_coding,ECK3096
3249,yhaK,protein_coding,ECK3097
3250,yhaL,protein_coding,ECK3098
3251,cyuA,protein_coding,"b3108,b3109,ECK3099,yhaM,yhaN"
3252,cyuP,protein_coding,"dlsT,ECK3100,yhaO"
3253,tdcG,protein_coding,"b3111,b3112,ECK3101,sdhY,tdcGa,yhaP,yhaQ"
3254,tdcF,protein_coding,"ECK3102,yhaR"
3255,tdcE,protein_coding,"ECK3103,yhaS"
3256,tdcD,protein_coding,"ECK3104,yhaA"
3257,tdcC,protein_coding,ECK3105
3258,tdcB,protein_coding,"ECK3106,tdc"
3259,tdcA,protein_coding,ECK3107
3260,tdcR,protein_coding,ECK3108
3261,yhaB,protein_coding,ECK3109
3262,yhaC,protein_coding,ECK3110
3263,rnpB,ncRNA,ECK3111
3264,garK,protein_coding,"ECK3112,yhaD"
3265,garR,protein_coding,"ECK3113,yhaE"
3266,garL,protein_coding,"ECK3114,yhaF"
3267,garP,protein_coding,"ECK3115,yhaU"
3268,garD,protein_coding,"ECK3116,yhaG"
3269,prlF,protein_coding,"ECK3117,prlFA,sohA"
3270,yhaV,protein_coding,ECK3118
3271,agaR,protein_coding,"ECK3119,yhaW"
3272,kbaZ,protein_coding,"agaZ,ECK3120,yhaX"
3273,agaV,protein_coding,"ECK3121,yhaY"
3274,agaW,pseudogene,"ECK3122,yhaZ"
